Loan_ID,Debt_to_Income_Ratio,Loan_to_Value_Ratio,Annual_Income,Loan_Amount,Interest_Rate,Loan_Term_Years,Subordination,Collateral_Value,Sector,Region,Assigned_Credit_Rating
24,0.28318092164684583,0.971074921178271,128601.70299310746,132821.0195356533,6.095063317148421,15.0,2,414565.56672534836,Telecommunications,East Asia,A2
25,0.32803499210851794,0.8715655496632913,56283.091016071565,255969.32110748757,9.970391093809038,0.5,1,63475.88591366105,Healthcare,Middle East,Caa1
26,0.4925879806965068,0.769796924660651,117616.805136852,486985.9450667466,6.498116643395554,3.0,2,666423.7314556756,Technology,Central Asia,A1
27,0.19983689107917987,0.6043628381101016,74388.4859458275,343706.22836776014,5.692510955567554,3.0,2,686469.3764768192,Telecommunications,Southern Africa,Aa3
28,0.35711721920680584,0.5154974140595021,72894.82917232181,143412.79008762827,8.124676416183307,30.0,3,235165.9545477178,Utilities,Northern Europe,B3
29,0.39620728443102127,0.6531842743113848,171019.97239502252,194290.99602481138,7.992360836549782,3.0,2,416612.3938911777,Telecommunications,Oceania,Ba3
30,0.12322520635999887,0.5752299827780769,94709.5520731039,206035.91039888375,8.720954506880506,3.0,3,577689.8278519968,Energy,South-East Asia,B1
31,0.40377242595071916,1.0498115215965675,106623.0465764367,81050.62355546668,7.596239425576354,7.0,3,600318.9478076715,Transportation,Middle East,A3
32,0.18526206184364577,0.5787485704697197,173304.0054226201,84523.82348554197,7.906377293975503,7.0,4,516004.3376748022,Real Estate,South America,Ba1
33,0.13252579649263976,1.0069597661147853,44924.40637220323,78455.38812624542,10.470231869258686,15.0,3,370554.49646204157,Utilities,East Asia,C
34,0.5744427686266667,0.7699610828432578,131085.0350254784,263223.74817977386,8.320858209474832,15.0,5,78131.86004408343,Retail,Eastern Europe,Baa3
35,0.5828160165372797,0.5513648728206432,128296.66583341642,338722.1129361556,9.307645024210581,30.0,3,32060.779083555124,Healthcare,Southern Europe,Caa2
36,0.5041986740582306,1.06891103460211,102286.47677533478,297406.7388823592,7.858999436404365,0.5,2,464939.39069774223,Healthcare,Northern Europe,Baa3
37,0.2523068845866854,0.9057413991656293,171061.6890420958,488994.75679940754,9.376841256844733,0.5,5,210913.2402921835,Finance,Northern America,B2
38,0.14883605700319194,0.6650330590045012,190291.31042706774,67307.91326753767,6.911962622795818,30.0,2,939103.9568815113,Utilities,Oceania,B1
39,0.4421165132560785,1.1262768220328674,109107.09652531383,493304.83111986384,8.276204717409945,30.0,2,644012.8475539292,Energy,Eastern Europe,Ba1
40,0.32007624686980063,0.5316808197093861,107544.99866972795,236003.5972745065,5.592977393973028,7.0,4,589653.036540042,Healthcare,Eastern Europe,Aa3
41,0.16101911742238942,0.641273725738434,115350.8340440266,113223.22994968315,7.396351395126408,7.0,3,412486.33383798396,Healthcare,Eastern Europe,Ba1
42,0.34758845505563507,1.0264328494641026,152931.08524162046,471924.0088728498,5.996677325987183,3.0,2,336230.0067496762,Manufacturing,Middle East,Aa2
43,0.1171942605576092,0.9965645512169223,143570.2494188236,236963.58852157334,6.29083303452174,15.0,2,188009.88623158584,Real Estate,West Africa,A1
44,0.5546602010393911,0.7024901856071346,67881.9413651708,176936.7428292076,8.431043140062124,15.0,2,69541.6540580537,Utilities,Western Europe,B1
45,0.22938999080000846,0.5434174127469482,40862.20926188836,110836.00138988852,9.20217657762334,3.0,5,638152.6657838521,Technology,Central Asia,B1
46,0.43126114217699096,1.1006546505574606,191373.20206885418,137598.34830232206,8.138979144250255,3.0,3,781408.4466132941,Technology,South Asia,Baa3
47,0.2558555380447055,0.7195883466489318,74381.85915472973,489713.65756247356,8.589906041585904,3.0,4,859185.0397635266,Real Estate,South Asia,Ba1
48,0.3600340105889054,0.6369993904497857,138561.4363974006,155466.85275286328,10.216608924071204,0.5,2,727064.7531374963,Utilities,Southern Europe,C
49,0.3733551396716398,0.861243275652684,170834.4604664328,489013.9322610045,10.018339946567153,0.5,2,897981.3730792167,Technology,Southern Africa,Caa1
50,0.19242722776276353,1.1371590394977131,81047.04759302168,168456.41837298314,10.091686998603127,3.0,3,982978.4463517483,Retail,Northern America,Caa1
51,0.5847923138822793,0.5304826044903628,138023.68032167788,119552.14046633815,7.9137049769765095,0.5,3,962051.2882347504,Healthcare,Central America,Baa3
52,0.48756641168055725,1.0360628616216214,48343.04099536824,95765.27053641442,10.700561961686573,7.0,2,596307.980608117,Utilities,Central America,Caa2
53,0.5697494707820946,0.9007312595570962,194888.34554386232,208867.98011062853,10.040057811798334,0.5,1,231958.00321917958,Finance,West Africa,B3
54,0.5474136752138244,0.7978143815862718,39886.9067586064,122219.19202483846,6.5354160900902825,15.0,3,115291.87814958504,Telecommunications,West Africa,Aa3
55,0.3989499894055426,1.020856310873542,104489.69455296597,349984.2920943913,7.670246875718895,15.0,3,993985.7481253545,Telecommunications,Western Europe,Baa3
56,0.5609371175115584,1.1760770971091425,121259.27115020396,123687.00900516933,10.620603237254457,15.0,3,315306.32912120264,Consumer Goods,Southern Africa,Caa1
57,0.14424625102595975,0.6604443478138837,164381.90237277187,418521.43827394524,5.712616422919553,7.0,5,43631.348662367556,Telecommunications,Middle East,Aa3
58,0.1979914312095726,0.6005531555504837,50591.84790231161,417835.5729516426,8.939677463029886,7.0,4,397135.63544366986,Technology,East Africa,Ba3
59,0.12261364445526904,1.1390172216558878,104937.35555538001,146335.55515379272,8.699867962624685,3.0,2,750618.7378981637,Energy,West Africa,Ba1
60,0.2626651653816322,0.9682671542201126,80950.9668223869,378002.36459098075,8.781587540152861,0.5,1,891891.9866282898,Finance,Southern Africa,Ba2
61,0.29433864484474104,0.8065902150933761,83041.8216678678,429485.20860982937,6.120519863048171,30.0,4,482788.20817523304,Manufacturing,South America,A1
62,0.23567451588694796,0.9012816991849981,162393.94573109265,297115.7577488876,4.786187635592829,3.0,3,301088.6259715388,Agriculture,Northern America,Aaa
63,0.5143687545759646,1.0219297336233708,30928.360655411634,186334.54337770716,11.436724825549833,0.5,3,780620.1594793241,Energy,West Africa,Caa1
64,0.2783766633467947,1.041122329094002,157344.21902711428,223278.75742277617,8.104787938614939,3.0,3,508730.6689661082,Transportation,Central Asia,Baa3
65,0.2404672548436904,1.1439259265732753,167767.73312092805,394183.288192217,6.6191792450781906,15.0,3,95169.29528601332,Real Estate,Middle East,A1
66,0.37134804157912427,0.7987899522269358,183231.58145315174,150192.144678423,9.252586810765033,3.0,3,888872.2093178484,Finance,Northern Europe,B3
67,0.17046211248738133,0.7053876370135765,136569.9065491822,170558.85551621602,10.165985659123622,7.0,2,659248.9761612037,Real Estate,Eastern Europe,Caa3
68,0.5010984903770198,0.9477649867528892,86687.405806281,84588.2464476361,8.373267774239812,7.0,2,46443.99736137959,Real Estate,Northern Europe,Ba1
69,0.13727532183988542,0.7910095294956712,102629.90453330801,202530.9394914363,4.089907900978426,30.0,1,18966.17165316097,Utilities,South-East Asia,Aa2
70,0.5934434683002586,0.9162189177642845,194855.13398886297,47824.99046349553,9.57295318039942,0.5,1,96844.35784081294,Utilities,West Africa,B3
71,0.4861223846483287,0.7939900589191651,179801.76049409487,163912.0482896102,10.809645318444232,7.0,4,823735.8378534924,Consumer Goods,Southern Europe,Ca
72,0.1993578407670862,0.6070970506747222,108799.40454690515,189872.29356918923,4.896093732260627,30.0,5,486494.61452587234,Telecommunications,Central Asia,Aa2
73,0.1027610585618012,0.8285987261612708,190320.7112088568,131462.17054994538,7.41577743134328,3.0,2,341948.1833526469,Agriculture,North Africa,Baa3
74,0.5077307142274171,0.983642475358723,169902.328819098,55172.26897181914,5.633439265639901,3.0,2,256800.47825221825,Healthcare,West Africa,Aa1
75,0.45342867192380854,1.0594986653673548,183185.27648216512,263225.28506796976,11.336878504484014,0.5,2,511789.40419786796,Agriculture,North Africa,Ca
76,0.46450358402049363,0.8453283937575828,146106.12987790658,433215.179028958,5.44411701070136,7.0,2,92209.82257008587,Retail,East Asia,Aa1
77,0.4856351733429729,0.6156665231472807,175801.18738853917,171144.14917123286,6.005137953785761,3.0,3,621008.6554306061,Agriculture,South Asia,Aa3
78,0.13702232586704519,0.7902813967546021,181600.24402683537,122216.77785296865,8.4499160046057,15.0,2,386722.11436213285,Telecommunications,South-East Asia,B3
79,0.27923286427213634,1.0504057501891886,45642.81937191414,146093.9177567992,5.994712164676368,7.0,2,859855.6324774423,Real Estate,South Asia,Aa1
80,0.15793452976256486,0.789001489431951,194086.88603231194,431634.1547455972,5.198719718239618,7.0,4,756882.5856556658,Utilities,East Africa,Aa2
81,0.5315517129377968,0.9875715555229556,86714.22678989076,266264.7568558598,9.496130639169403,7.0,3,28182.51381828275,Retail,Eastern Europe,Ba3
82,0.41164906341377894,0.8550495771746629,104782.91662917043,69741.22387903351,8.901188316570277,30.0,2,174833.08274563478,Healthcare,Western Europe,Caa1
83,0.26544901242632457,0.6688561875765777,164623.6390627786,356064.7162824539,4.863125401534983,7.0,1,479294.168811433,Technology,South-East Asia,Aa2
84,0.13177917514301182,1.057305355616152,143032.3719473246,81412.62195055748,9.047709553787199,0.5,3,662093.4625082152,Healthcare,Northern Europe,B3
85,0.2554911608578311,0.5589494178494809,181820.18511412974,34820.97945640714,8.06955134598757,3.0,2,717974.6901000949,Utilities,East Asia,B2
86,0.2625916610133735,0.8674231979286053,98097.53763205127,131564.01386646903,5.917764112435512,15.0,2,818080.8303388362,Telecommunications,Oceania,A2
87,0.464803089169032,0.6462237239703834,93458.98782494696,88204.6388607991,8.741862883774393,7.0,3,58726.42851348474,Real Estate,Central Asia,Ba2
88,0.4187787356776066,0.5469459399789629,35387.10442202434,304473.7498154607,9.924395473859645,7.0,5,28298.368013094187,Real Estate,Northern America,B3
89,0.5436063712881632,0.8520537559582742,108663.31403384187,244860.37163332073,8.325650869858588,30.0,3,604500.6759726742,Energy,Southern Africa,Ba1
90,0.3361074625809747,0.8496935091544464,153092.0309559485,363411.9524939693,8.53579592693797,7.0,3,726588.6777225101,Transportation,Western Europe,Ba3
91,0.15979712296915086,0.9948306311730046,81200.38199645674,258227.6698788217,9.018134253996841,0.5,4,788829.1612167304,Telecommunications,South Asia,Ba3
92,0.4566223936114975,1.0213254851363334,108663.50732455304,212407.9379286469,8.558501108628992,30.0,2,164158.42872631326,Energy,Middle East,Ba2
93,0.4803925243084487,1.0094540420850278,67297.62064249726,265478.25176668284,7.05532626956964,7.0,1,969048.6569968769,Real Estate,North Africa,A1
94,0.38063859878474815,0.7866911130417285,161373.92699814832,220070.62597845003,8.416123135173303,0.5,3,237134.79731268846,Agriculture,Southern Africa,Ba1
95,0.48548358997728047,0.9421828510585937,40286.965427995005,23358.012487449563,11.329514124165028,7.0,2,257827.0761513221,Real Estate,Oceania,Ca
96,0.34689779818219535,0.9038616698507722,149915.1193500847,341946.06093313877,5.8368428039278175,7.0,1,162746.14907271438,Energy,North Africa,Aa2
97,0.36136641469099706,0.7950932292818437,94419.80199664719,481254.5114761554,5.703237853343411,7.0,1,52814.968625560825,Transportation,Eastern Europe,Aa2
98,0.31377050917927485,0.9180488859301952,37071.33179581053,213906.61073284296,10.074110965303955,30.0,2,811626.8835558416,Utilities,West Africa,Caa3
99,0.1127095633720476,1.1630735136943837,175089.8298396036,214747.8269651831,6.123297742799073,3.0,3,15587.101549461022,Utilities,South-East Asia,A2
100,0.15394571349665223,0.6350256205769641,112912.71674079807,27655.59492543704,6.585889116477162,0.5,3,469142.0633229065,Agriculture,South-East Asia,A3
101,0.11571459284336713,1.1340404670498683,131884.22483474194,445737.6469199404,6.511901564304986,30.0,2,101047.51200722752,Manufacturing,East Africa,A3
102,0.41820520563189023,0.5374188597882389,154445.21755915767,464915.08679415024,7.888833869450304,3.0,2,54347.39367409901,Agriculture,Central Asia,Ba1
103,0.25717799053816337,0.7158724490311624,141362.65361020208,407503.86341700086,8.872593520180748,15.0,1,935310.3593161474,Transportation,Northern Europe,Caa1
104,0.35428534558235136,0.7017016740280697,154245.66803848397,57641.00841321907,4.851372819571234,3.0,2,827145.830336656,Technology,Oceania,Aa1
105,0.5537832369630465,0.9384555755166339,159587.88637823582,450610.72217119986,6.791867446796404,15.0,3,400927.49675008754,Healthcare,East Africa,A2
106,0.22464611457443748,0.5918574662441032,130155.76019598385,16858.05338054522,8.234275495061292,30.0,3,464007.7918423153,Technology,Central Asia,B2
107,0.30519146151781484,1.1176433282878275,92158.43125431864,225064.29000197284,10.604965407431502,3.0,4,869431.4334403914,Telecommunications,Southern Africa,Caa1
108,0.4777755692715243,1.079985985925529,71334.16545177824,252808.7087801903,9.600080993925001,3.0,1,798868.5508038015,Healthcare,Eastern Europe,B2
109,0.21439908274581124,0.9564460737796945,183493.5502309738,417831.04000803776,9.631309576167073,30.0,4,694698.854087687,Agriculture,Northern Europe,Caa3
110,0.1384899549143965,0.8208896822545384,194887.22358849744,376675.3106597156,7.326403247439417,15.0,3,541199.7261627018,Real Estate,Eastern Europe,Baa3
111,0.24487572645688402,1.153069229499455,90802.6683666955,399562.9637674435,8.681398401555159,0.5,2,611744.2129661685,Retail,Central Asia,Ba1
112,0.18061064362700222,1.081522588304389,49092.82394229104,434610.97003090044,5.247921384995607,3.0,3,399424.7697616132,Consumer Goods,Northern Europe,Aaa
113,0.5648488261712865,0.8495206036568714,67831.34560979332,240655.1056438992,11.5579124728255,7.0,4,532816.054158643,Agriculture,Southern Europe,Ca
114,0.5040601897822085,0.9913113481180178,144013.4488178222,391224.9149909999,5.255698261737576,15.0,3,544300.8176715052,Consumer Goods,Northern America,Aa1
115,0.41670187825521177,0.8968509665257791,59398.67289291623,38676.381730692265,11.566180091179408,3.0,4,866191.2181200664,Retail,East Africa,Caa3
116,0.5357302950938588,0.9115595668717851,162620.78642036798,225050.4792615167,5.2385775112711706,15.0,3,226467.51814629324,Finance,Northern Europe,Aa1
117,0.5018360384495573,0.7316832486062299,186915.14077870132,19915.674060472345,8.103101360381192,0.5,3,254155.41599139487,Agriculture,South America,Baa3
118,0.19328502944301792,0.8234592232374277,193820.757563404,458080.95733270404,8.682853453047441,7.0,4,218828.1934005988,Consumer Goods,West Africa,Ba3
119,0.5462794992449889,0.554685001552821,31585.336015731416,479414.8220666958,11.057492072613599,15.0,3,583376.0963947515,Energy,South America,Caa3
120,0.3696711209578254,0.7501440841652147,192886.20804225083,46549.83484264058,6.752872889638319,0.5,3,698206.1381928398,Healthcare,East Africa,A3
121,0.5037200775820313,0.9870799607535063,155833.05125203502,268650.18898184143,9.016661890883448,3.0,3,246117.5055751414,Utilities,Northern Europe,B2
122,0.5480456499617467,1.1672512213543302,44288.539484846384,165944.1051367502,10.179739215598177,15.0,2,680191.9159796443,Utilities,West Africa,B3
123,0.2590017374859319,1.174144878934114,100590.87969238349,174554.47090812464,6.345673923476658,3.0,5,631810.2139773834,Transportation,Eastern Europe,Aa1
124,0.15502596226383838,0.8890060083874242,149007.73067851656,228096.53038086492,10.514313932559862,7.0,1,327867.3888578819,Finance,Central Asia,C
125,0.21396758127097085,0.9246355762667074,192636.53375237837,66907.65280100261,5.4608321787672445,7.0,2,237520.6547551139,Healthcare,South-East Asia,A1
126,0.3135538943131282,0.6300048298506773,57904.03691393674,94481.24839803677,8.26662410920852,7.0,4,882987.8937975165,Retail,Northern Europe,Ba2
127,0.5090073829612466,0.9867156756654715,51714.65792758218,290797.4867633326,10.862985742095606,3.0,4,573972.1809446014,Technology,West Africa,B3
128,0.5303652916281717,0.5494611548720704,110298.99905451936,14284.1751715567,6.135292857556446,7.0,2,706860.2198122379,Healthcare,Central America,A1
129,0.10347606526559536,0.6992799800596112,194576.81193554317,301901.50589702936,5.806044972619623,7.0,3,926085.4319699111,Consumer Goods,Central America,A1
130,0.35537365128878284,0.9678543430998094,195134.46659386178,162864.0079544013,7.957353603654747,15.0,4,213343.5746244944,Manufacturing,West Africa,Baa3
131,0.3087055015743895,0.7172170920804425,68745.50597899458,416942.1753279808,5.4839695654337035,15.0,4,357048.7270933627,Telecommunications,East Asia,Aa2
132,0.21105390523536513,0.5348928118801181,84289.01515514776,302003.2213256985,6.90781196574975,7.0,1,440105.5546996257,Retail,East Africa,Baa1
133,0.1599326836668414,1.0823092865456747,184365.43755959126,355505.1443525251,7.2511325310026296,3.0,1,240565.56560912717,Energy,North Africa,Baa1
134,0.26880758570181396,0.7172310049941941,154923.0534448509,61640.46471278293,10.665404509068871,3.0,3,842016.3343544455,Manufacturing,Southern Africa,Ca
135,0.5714548519562596,0.5441736574010749,195293.7928717951,136601.87051743583,4.749149370824084,15.0,2,92569.07800193204,Finance,South America,Aaa
136,0.2616014660103776,0.5523517151520057,181835.22171264424,498351.45644115814,7.922010962436525,7.0,1,246767.8375202783,Energy,South-East Asia,Ba3
137,0.3593953108716831,0.6762311591521275,66566.32855333637,219657.86222006576,9.214720005580162,3.0,2,199123.79503474073,Transportation,Western Europe,B2
138,0.4515094794475889,0.6246111630550684,159153.56610015617,182638.27663548375,9.32429017443903,30.0,5,953857.811395065,Energy,East Africa,B2
139,0.28181480118964697,1.0420100824461056,38256.08936521982,437558.40269375074,7.687942020819609,15.0,2,631080.6204653686,Utilities,Western Europe,Ba1
140,0.5858910413604803,0.7251788326669241,169031.57238605057,21371.93138725175,9.768861700265356,7.0,2,719053.0579610579,Real Estate,Eastern Europe,B3
141,0.5812236474710556,1.0632870495278828,132264.64961558336,269712.81402967917,9.618648715818408,3.0,2,117336.88960285594,Technology,South Asia,B1
142,0.22589114791268208,0.6216921984762069,192537.1636481985,109077.32082403255,10.257268147635514,3.0,3,202070.45144186416,Energy,Northern America,C
143,0.3486242529461927,0.8450154256808586,193205.51742974334,187235.6317696128,6.720593472123907,30.0,3,811789.5866905731,Telecommunications,Middle East,Baa2
144,0.25043915490838486,0.98162599348719,38638.568534140395,103889.65057581237,8.289799236554739,7.0,2,572053.5500113458,Consumer Goods,East Africa,Baa3
145,0.2424202471887338,0.9563935977060984,57288.65254448053,23722.265976610324,8.02202820612902,15.0,2,54670.30942606184,Technology,Eastern Europe,Ba1
146,0.1184434736772664,0.9207905869511881,112315.19804417757,211173.50631443557,9.955597281459527,30.0,2,570013.068457204,Utilities,Central America,C
147,0.4047821669899484,1.1473751213518188,179513.89924084535,395655.49549156934,6.245353880608277,7.0,4,480631.5824655931,Healthcare,South Asia,Aa3
148,0.3513395116144308,0.659967603394721,168455.6741903296,476217.444150311,9.03926025864699,7.0,4,162156.76179113414,Consumer Goods,Southern Europe,B2
149,0.12573937562499468,0.8456034431234738,193942.90447980238,313807.2224319561,6.968943387547878,0.5,1,597011.4239660889,Manufacturing,South America,Baa2
150,0.23932323211830572,1.118794785050686,135074.29990892793,197474.36071459713,7.3028396671130045,7.0,2,182079.45510128894,Transportation,Northern Europe,Baa2
151,0.5541329429833268,0.55452563591661,73615.79832547551,386078.3604059146,8.544008935633991,3.0,1,813335.6051409688,Real Estate,Southern Europe,Ba2
152,0.21978094533348622,0.5391217877771527,34268.12871588014,255085.87179746435,10.353996484270475,7.0,1,622304.4357509494,Retail,Western Europe,C
153,0.17244743604561155,0.663311601290804,67897.50342249332,186972.0385458775,7.723151844588034,3.0,5,872598.6027612591,Manufacturing,Western Europe,Baa3
154,0.34472638013878154,0.943114853676613,144796.44365211617,93649.39781372248,10.335587589274205,7.0,3,430419.60042374174,Healthcare,Central Asia,Caa3
155,0.5928252270553004,0.6819157385148649,187466.71996831225,399084.3422468434,9.715742939975073,7.0,2,516801.68048753403,Retail,Southern Africa,B3
156,0.2210276357557502,0.6331679186661593,84553.62344240502,252710.76630592323,11.38238719979648,7.0,5,762978.613780995,Energy,South America,C
157,0.43606777370293925,0.8211616207508045,178869.73614918021,482082.85194897617,6.573842402293904,15.0,3,550813.4287953607,Consumer Goods,East Asia,A3
158,0.48080980766435877,0.929518648138588,97132.7022179966,401945.25217261637,6.120513211004714,15.0,3,576264.3448974866,Finance,Eastern Europe,Aa2
159,0.21881877199619984,0.6739903949117183,82406.11239265357,212907.9789754271,8.48526234304488,15.0,5,557805.5975286276,Technology,East Asia,Ba3
160,0.46410817430592977,0.7104838307066195,116503.52127698908,371720.7702293913,10.870690925431592,7.0,5,496402.3437516897,Transportation,Middle East,Caa2
161,0.28389156635962665,0.9294915133680597,105186.49370963458,229428.78896177516,10.49055210786436,30.0,5,807640.021219344,Finance,South Asia,Caa3
162,0.41615291529678977,1.1620168953926169,185345.97764789307,44533.535565061,8.68102771346122,7.0,4,490359.52532639285,Consumer Goods,Middle East,Ba1
163,0.4167648553804474,0.9723192092066617,109603.6810593815,260757.12052131828,6.030119259677614,3.0,4,901786.6004600851,Finance,East Asia,Aa1
164,0.3678873420373793,1.048032900509192,77147.01582792283,433535.6666694041,10.237943222144727,0.5,2,810530.4795687527,Finance,West Africa,B2
165,0.14514488502720416,0.7567670663288282,173236.14817532361,428443.4526659231,9.842874387856146,7.0,2,695515.6558747264,Agriculture,East Asia,Caa3
166,0.517651247794619,0.6905780515691262,199787.41698212633,289608.62225178746,9.170442836985709,3.0,2,899671.9214947354,Retail,East Africa,B1
167,0.2603900324858679,0.8179874202418358,140189.14126082507,193111.65052535073,9.658200956214626,3.0,5,541722.3778119774,Retail,Central Asia,B2
168,0.19325925519992712,1.0649929800981717,72578.43271918097,9999.79814363404,10.12560661708142,0.5,2,823622.5243865921,Energy,Central Asia,B3
169,0.12038757077738196,0.819409749253389,70598.56309224048,159147.8405750588,9.8102300350797,7.0,2,249404.80956445608,Finance,Oceania,Caa2
170,0.39544647159412094,1.0927077861529026,39810.138356594165,494955.2457673284,10.457776019872732,15.0,3,82245.8824965234,Consumer Goods,Central America,B3
171,0.4387821809211412,1.192140386486589,43139.816547394425,364613.0614800322,10.805944142243442,3.0,2,688150.6277188218,Finance,South-East Asia,Caa1
172,0.10829391446392808,0.5504186660112355,185547.12618106962,360206.3390934061,5.579064518937811,15.0,3,308594.19714172086,Utilities,South America,A3
173,0.3560465291496405,0.5317871092585926,46402.80819842359,381736.27821422176,8.022479711998812,3.0,3,638258.6191287296,Consumer Goods,North Africa,Baa3
174,0.21324788759896898,0.6047127920393532,112338.45420705239,311956.12475426245,4.499987730854561,15.0,2,86620.40198493647,Technology,Middle East,Aaa
175,0.42258639520472496,0.7690587730140424,148680.7025478403,295000.03530162893,7.480059060736905,0.5,3,956091.2719052086,Agriculture,Eastern Europe,Baa1
176,0.18718321450249573,0.5917295464018026,174560.31307151253,229541.5314043952,9.617467357484232,3.0,3,519963.5309501642,Transportation,South-East Asia,Caa2
177,0.44546886905123295,1.1094651343331292,59116.06154313364,224747.32686649507,9.266770124851915,3.0,2,19430.992304482053,Finance,South Asia,Ba2
178,0.2933676731502687,0.5162023757189447,104422.37545131067,436069.98544141336,6.726911327547753,3.0,2,481316.1133417457,Real Estate,East Africa,A2
179,0.5683649943683673,0.7210549014350758,72751.63315234217,199760.84953990634,5.899134267031594,3.0,2,791823.6283003539,Real Estate,Southern Europe,Aa1
180,0.16876047207299663,0.6292862406459437,73489.92529432228,420944.4331135222,10.339304450732282,7.0,4,866566.8865308114,Utilities,East Asia,C
181,0.27053317552512923,1.1520775311102724,81652.6822727349,419678.54068434384,6.833151167572312,0.5,4,466648.81220773316,Finance,South-East Asia,Aa3
182,0.15673676062029454,0.9686367034230194,129809.75645113944,386594.608674048,7.590083467775188,30.0,3,134677.1362240548,Manufacturing,Southern Africa,Ba1
183,0.5623468091392814,1.1384211795159622,32818.17018654999,23632.987932405867,8.833416874416313,15.0,1,907108.2451906358,Healthcare,North Africa,Ba2
184,0.5386696766904905,1.1806300972172754,99490.26867363974,78246.2609797918,8.857720187851987,3.0,1,981358.6884108658,Technology,Middle East,Ba1
185,0.2289708138575778,0.8479687705741584,61761.12298957474,160779.04538232493,7.069841400043434,7.0,5,72561.97047157455,Utilities,Southern Africa,A3
186,0.4299920230170895,0.6640233756336184,194410.1464471479,424529.0044184435,9.583349248625101,15.0,2,87287.12856783216,Manufacturing,Central Asia,Caa2
187,0.508611100100608,0.6356101503376125,129063.95707255276,437263.39377130213,11.230479930167123,7.0,2,569938.5299617263,Real Estate,Southern Africa,C
188,0.3776004057997312,0.6560432031800884,177576.22970115484,25570.86070596862,4.566300958736039,7.0,1,538561.4443486291,Manufacturing,North Africa,Aaa
